mtps,P_core_W,P_interface_W,P_total_W,source_file
2800,0.960657505673,0.153582040750,1.114239546423,output_trace_1_dual_2800
3200,0.960657505673,0.169120806860,1.129778312533,output_trace_1_dual_3200
4800,0.960657505673,0.210511972542,1.171169478216,output_trace_1_dual_4800
6400,0.960657505673,0.252368100006,1.213025605679,output_trace_1_dual_6400
